target_verse	mapping	missing_verse	GST	01031055
target_verse	mapping	missing_verse	GST	01032001
target_verse	mapping	missing_verse	GST	01032002
target_verse	mapping	missing_verse	GST	01032003
target_verse	mapping	missing_verse	GST	01032004
target_verse	mapping	missing_verse	GST	01032005
target_verse	mapping	missing_verse	GST	01032006
target_verse	mapping	missing_verse	GST	01032007
target_verse	mapping	missing_verse	GST	01032008
target_verse	mapping	missing_verse	GST	01032009
target_verse	mapping	missing_verse	GST	01032010
target_verse	mapping	missing_verse	GST	01032011
target_verse	mapping	missing_verse	GST	01032012
target_verse	mapping	missing_verse	GST	01032013
target_verse	mapping	missing_verse	GST	01032014
target_verse	mapping	missing_verse	GST	01032015
target_verse	mapping	missing_verse	GST	01032016
target_verse	mapping	missing_verse	GST	01032017
target_verse	mapping	missing_verse	GST	01032018
target_verse	mapping	missing_verse	GST	01032019
target_verse	mapping	missing_verse	GST	01032020
target_verse	mapping	missing_verse	GST	01032021
target_verse	mapping	missing_verse	GST	01032022
target_verse	mapping	missing_verse	GST	01032023
target_verse	mapping	missing_verse	GST	01032024
target_verse	mapping	missing_verse	GST	01032025
target_verse	mapping	missing_verse	GST	01032026
target_verse	mapping	missing_verse	GST	01032027
target_verse	mapping	missing_verse	GST	01032028
target_verse	mapping	missing_verse	GST	01032029
target_verse	mapping	missing_verse	GST	01032030
target_verse	mapping	missing_verse	GST	01032031
target_verse	mapping	missing_verse	GST	01032032
target_verse	mapping	missing_verse	GST	02008001
target_verse	mapping	missing_verse	GST	02008002
target_verse	mapping	missing_verse	GST	02008003
target_verse	mapping	missing_verse	GST	02008004
target_verse	mapping	missing_verse	GST	02008005
target_verse	mapping	missing_verse	GST	02008006
target_verse	mapping	missing_verse	GST	02008007
target_verse	mapping	missing_verse	GST	02008008
target_verse	mapping	missing_verse	GST	02008009
target_verse	mapping	missing_verse	GST	02008010
target_verse	mapping	missing_verse	GST	02008011
target_verse	mapping	missing_verse	GST	02008012
target_verse	mapping	missing_verse	GST	02008013
target_verse	mapping	missing_verse	GST	02008014
target_verse	mapping	missing_verse	GST	02008015
target_verse	mapping	missing_verse	GST	02008016
target_verse	mapping	missing_verse	GST	02008017
target_verse	mapping	missing_verse	GST	02008018
target_verse	mapping	missing_verse	GST	02008019
target_verse	mapping	missing_verse	GST	02008020
target_verse	mapping	missing_verse	GST	02008021
target_verse	mapping	missing_verse	GST	02008022
target_verse	mapping	missing_verse	GST	02008023
target_verse	mapping	missing_verse	GST	02008024
target_verse	mapping	missing_verse	GST	02008025
target_verse	mapping	missing_verse	GST	02008026
target_verse	mapping	missing_verse	GST	02008027
target_verse	mapping	missing_verse	GST	02008028
target_verse	mapping	missing_verse	GST	02008029
target_verse	mapping	missing_verse	GST	02008030
target_verse	mapping	missing_verse	GST	02008031
target_verse	mapping	missing_verse	GST	02008032
target_verse	mapping	missing_verse	GST	02022001
target_verse	mapping	missing_verse	GST	02022002
target_verse	mapping	missing_verse	GST	02022003
target_verse	mapping	missing_verse	GST	02022004
target_verse	mapping	missing_verse	GST	02022005
target_verse	mapping	missing_verse	GST	02022006
target_verse	mapping	missing_verse	GST	02022007
target_verse	mapping	missing_verse	GST	02022008
target_verse	mapping	missing_verse	GST	02022009
target_verse	mapping	missing_verse	GST	02022010
target_verse	mapping	missing_verse	GST	02022011
target_verse	mapping	missing_verse	GST	02022012
target_verse	mapping	missing_verse	GST	02022013
target_verse	mapping	missing_verse	GST	02022014
target_verse	mapping	missing_verse	GST	02022015
target_verse	mapping	missing_verse	GST	02022016
target_verse	mapping	missing_verse	GST	02022017
target_verse	mapping	missing_verse	GST	02022018
target_verse	mapping	missing_verse	GST	02022019
target_verse	mapping	missing_verse	GST	02022020
target_verse	mapping	missing_verse	GST	02022021
target_verse	mapping	missing_verse	GST	02022022
target_verse	mapping	missing_verse	GST	02022023
target_verse	mapping	missing_verse	GST	02022024
target_verse	mapping	missing_verse	GST	02022025
target_verse	mapping	missing_verse	GST	02022026
target_verse	mapping	missing_verse	GST	02022027
target_verse	mapping	missing_verse	GST	02022028
target_verse	mapping	missing_verse	GST	02022029
target_verse	mapping	missing_verse	GST	02022030
target_verse	mapping	missing_verse	GST	02022031
target_verse	mapping	missing_verse	GST	03006001
target_verse	mapping	missing_verse	GST	03006002
target_verse	mapping	missing_verse	GST	03006003
target_verse	mapping	missing_verse	GST	03006004
target_verse	mapping	missing_verse	GST	03006005
target_verse	mapping	missing_verse	GST	03006006
target_verse	mapping	missing_verse	GST	03006007
target_verse	mapping	missing_verse	GST	03006008
target_verse	mapping	missing_verse	GST	03006009
target_verse	mapping	missing_verse	GST	03006010
target_verse	mapping	missing_verse	GST	03006011
target_verse	mapping	missing_verse	GST	03006012
target_verse	mapping	missing_verse	GST	03006013
target_verse	mapping	missing_verse	GST	03006014
target_verse	mapping	missing_verse	GST	03006015
